face_name_align,race,race4,gender,age,race_scores_fair,race_scores_fair_4,gender_scores_fair,age_scores_fair
detected_faces/19452_face1.png,Latino_Hispanic,White,Female,20-29,"[0.25751504 0.10527383 0.37556285 0.12891075 0.0871617  0.03192706
 0.01364869]",[0.57475305 0.2935983  0.04992522 0.08172348],[0.0168363  0.98316365],"[2.8772278e-05 4.5303488e-03 6.5355696e-02 7.7587974e-01 1.5062495e-01
 3.5049033e-03 7.3212177e-05 2.2255415e-06 7.0163708e-08]"
detected_faces/19452_face2.png,Black,Black,Male,30-39,"[2.8928515e-04 9.4490194e-01 1.2032273e-03 1.6484376e-04 1.6608811e-03
 5.1539578e-02 2.4018744e-04]",[2.2818038e-05 9.9222147e-01 5.3571574e-03 2.3985961e-03],[0.9070274 0.0929726],"[2.2419353e-04 4.1335248e-03 1.4020605e-02 1.9610368e-01 5.1250601e-01
 1.9315891e-01 7.6044708e-02 3.5097282e-03 2.9870885e-04]"
detected_faces/19408_face0.png,White,White,Male,20-29,"[9.3192977e-01 4.4365050e-03 2.1655394e-02 5.8056280e-04 4.3772259e-03
 7.7191385e-04 3.6248639e-02]",[9.9963737e-01 2.5225643e-04 9.4004587e-05 1.6354914e-05],[9.9916136e-01 8.3865144e-04],"[1.11132670e-06 3.32901254e-05 1.25377411e-02 4.65567619e-01
 4.03571814e-01 1.02490693e-01 1.43899834e-02 1.30365975e-03
 1.04097446e-04]"
detected_faces/19408_face1.png,White,White,Male,30-39,"[9.2985094e-01 1.2575659e-03 9.1397436e-03 1.3426633e-04 3.4032232e-04
 3.6595692e-04 5.8911175e-02]",[9.7104883e-01 2.7683301e-02 2.4632548e-04 1.0215793e-03],[0.9370238  0.06297617],"[8.3860097e-05 1.9775948e-03 1.7849326e-02 2.4287450e-01 4.3221685e-01
 2.3952390e-01 5.6587681e-02 7.8496793e-03 1.0367535e-03]"
detected_faces/19408_face2.png,White,Black,Male,20-29,"[9.6361214e-01 3.2382167e-03 3.7155640e-03 4.3354488e-05 1.6383328e-04
 2.5377297e-04 2.8973194e-02]",[0.29308307 0.69787014 0.00230689 0.00673989],[0.97675043 0.02324958],"[1.3900388e-05 6.3344737e-04 2.6240101e-02 5.0217187e-01 4.1244188e-01
 5.3788029e-02 4.1743382e-03 4.7235188e-04 6.4009444e-05]"
detected_faces/19408_face3.png,White,White,Male,40-49,"[8.4154540e-01 4.3857684e-03 1.2636473e-02 6.7577919e-04 1.3179549e-03
 1.5623900e-03 1.3787626e-01]",[0.9818706  0.011008   0.00480676 0.00231464],[0.9945388  0.00546122],"[1.8220924e-05 1.1045268e-04 4.0790620e-03 8.6565487e-02 2.4464835e-01
 3.4209794e-01 2.5298211e-01 6.2085740e-02 7.4126469e-03]"
detected_faces/19408_face4.png,White,Black,Male,30-39,"[0.8042631  0.0076115  0.01703009 0.01221836 0.01948817 0.01299728
 0.12639144]",[0.27608883 0.46319982 0.2214485  0.03926292],[0.5127565  0.48724347],"[0.00072421 0.00706213 0.03061461 0.21305378 0.26932198 0.19771475
 0.17770721 0.07463604 0.02916527]"
detected_faces/19408_face5.png,White,White,Male,20-29,"[9.7641516e-01 1.5703513e-04 3.7624184e-03 2.9547911e-05 9.7490025e-05
 6.4095722e-05 1.9474236e-02]",[9.9956954e-01 2.3567276e-04 9.6847070e-05 9.8004995e-05],[0.9963426  0.00365741],"[6.5922166e-08 1.0378564e-05 9.7843092e-03 6.9535470e-01 2.8427076e-01
 1.0438544e-02 1.3617537e-04 4.8751835e-06 2.4846662e-07]"
detected_faces/19420_face0.png,Black,Black,Male,40-49,"[0.09752075 0.359458   0.34852815 0.00281186 0.00834437 0.05244081
 0.13089596]",[0.42994568 0.46007687 0.07177547 0.03820198],[9.9998730e-01 1.2694608e-05],"[8.1498147e-06 9.0214826e-06 3.2090305e-04 1.1558156e-02 1.9882046e-01
 5.8207279e-01 1.9931634e-01 7.7728308e-03 1.2133187e-04]"
detected_faces/19420_face1.png,White,White,Male,50-59,"[5.5458999e-01 2.4968391e-05 2.1850411e-02 2.9544875e-03 5.7723548e-04
 5.4697925e-04 4.1945589e-01]",[9.9980044e-01 1.0121323e-06 1.4725710e-04 5.1291827e-05],[9.9960655e-01 3.9345157e-04],"[0.00132918 0.00146869 0.00857193 0.00759172 0.06216815 0.40718007
 0.42880875 0.08143323 0.00144823]"
detected_faces/19420_face2.png,White,White,Male,20-29,"[6.3679779e-01 7.2758303e-05 7.1417387e-03 2.7728304e-01 1.5181378e-02
 1.3977083e-04 6.3383557e-02]",[9.9558473e-01 4.3253995e-06 4.4072340e-03 3.7742050e-06],[0.73172945 0.26827055],"[7.31597029e-05 1.81077828e-03 1.35174960e-01 5.03998995e-01
 3.16365212e-01 4.10126410e-02 1.44551706e-03 1.15090596e-04
 3.66751374e-06]"
detected_faces/19406_face0.png,White,White,Male,60-69,"[9.8090160e-01 7.5855569e-06 3.4346750e-03 6.3948428e-05 4.0319039e-05
 6.9711641e-05 1.5482194e-02]",[9.9970859e-01 3.5376681e-06 2.5107487e-04 3.6825437e-05],[0.92965317 0.07034687],"[8.4591308e-04 1.8665974e-03 2.2857182e-03 2.3817943e-04 9.1317313e-04
 1.0662815e-02 2.2441775e-01 5.3514093e-01 2.2362888e-01]"
detected_faces/19380_face0.png,Latino_Hispanic,White,Male,30-39,"[0.06192773 0.12685859 0.6847296  0.00518465 0.01276101 0.08032006
 0.02821847]",[0.40189615 0.20305651 0.17273791 0.22230946],[0.9988085  0.00119144],"[5.9871072e-06 7.4249401e-05 1.4220952e-03 7.7295400e-02 5.8543843e-01
 3.2176062e-01 1.3570159e-02 4.2466342e-04 8.2881488e-06]"
detected_faces/19375_face0.png,White,Asian,Female,30-39,"[0.2980956  0.00036498 0.21166232 0.21587206 0.10827301 0.01311147
 0.15262055]",[0.20967357 0.00469364 0.7528483  0.03278446],[0.00108712 0.9989129 ],"[7.0730908e-07 1.3953940e-05 1.6343326e-03 2.2152384e-01 5.9511304e-01
 1.6982561e-01 1.1448361e-02 4.3311270e-04 7.0277529e-06]"
detected_faces/19375_face1.png,White,White,Male,40-49,"[7.6927477e-01 1.9725479e-04 1.5152492e-01 1.5967006e-03 1.8698822e-03
 1.1703075e-02 6.3833445e-02]",[0.9428047  0.00265721 0.0429793  0.01155886],[0.9946154  0.00538457],"[5.4597540e-06 5.0890892e-05 1.1031301e-03 1.1728480e-02 2.6796654e-01
 6.4887440e-01 6.9563642e-02 6.9649512e-04 1.0904362e-05]"
detected_faces/19372_face0.png,Indian,Indian,Male,40-49,"[4.9864534e-02 2.0068111e-02 6.4870559e-02 2.0112684e-05 3.5151112e-04
 5.7459933e-01 2.9022589e-01]",[0.09906878 0.32514736 0.00490592 0.57087797],[9.9986833e-01 1.3169568e-04],"[1.6800906e-05 5.0714585e-05 8.4616727e-04 6.5591624e-03 1.7540669e-01
 6.0289061e-01 2.0983076e-01 4.2978548e-03 1.0126024e-04]"
detected_faces/19372_face1.png,Indian,Indian,Male,30-39,"[2.4782069e-02 2.3725948e-01 8.0502637e-02 5.7124344e-05 3.2261360e-04
 5.9215260e-01 6.4923532e-02]",[0.01169919 0.08888332 0.00588955 0.8935279 ],[9.9951416e-01 4.8581851e-04],"[2.3601292e-06 3.3622458e-05 6.9539074e-04 1.7976904e-01 7.1080202e-01
 1.0440802e-01 4.0486846e-03 2.2695563e-04 1.3867994e-05]"
detected_faces/19372_face2.png,White,White,Male,30-39,"[9.9715722e-01 7.1754461e-05 2.2239429e-03 2.5256582e-05 9.8703305e-05
 1.4281570e-04 2.8038619e-04]",[9.9976552e-01 1.2461117e-05 5.0187744e-05 1.7188711e-04],[9.9999946e-01 4.8907577e-07],"[1.0109630e-08 1.5561494e-07 2.7085430e-04 2.3744358e-01 6.6702515e-01
 9.3760855e-02 1.4817198e-03 1.7101378e-05 5.8278050e-07]"
detected_faces/19372_face3.png,White,White,Female,20-29,"[0.57522565 0.00218443 0.13001107 0.07683454 0.02022869 0.00879363
 0.18672206]",[0.63136214 0.00768432 0.3573759  0.00357761],[0.33017516 0.66982484],"[7.1050194e-06 1.3337886e-03 7.4053153e-02 7.8463066e-01 1.3537212e-01
 4.5155920e-03 8.1513652e-05 5.6049303e-06 4.7139176e-07]"
detected_faces/19367_face0.png,White,White,Male,60-69,"[9.9930710e-01 4.7854354e-07 1.6735015e-04 6.3766718e-05 4.9358598e-05
 2.6572045e-05 3.8535087e-04]",[9.9977535e-01 7.2109167e-08 2.1782255e-04 6.7046435e-06],[9.9965489e-01 3.4515394e-04],"[3.93350410e-06 4.95069889e-06 8.66646515e-05 8.58509593e-05
 5.46124880e-04 1.11611085e-02 4.20992970e-01 5.06489515e-01
 6.06288463e-02]"
detected_faces/19364_face0.png,Black,Black,Male,30-39,"[2.1694395e-04 9.9690956e-01 3.2784065e-04 1.9516602e-04 7.7495270e-04
 1.5394873e-03 3.6002632e-05]",[2.6547033e-04 9.9815565e-01 4.4743935e-04 1.1314424e-03],[0.92932063 0.07067935],"[7.53121567e-05 1.29009061e-03 1.25148585e-02 2.35651165e-01
 4.41265345e-01 2.45022252e-01 5.22461049e-02 8.69594701e-03
 3.23896832e-03]"
detected_faces/19362_face0.png,Black,Black,Male,50-59,"[1.5340316e-03 9.8336989e-01 1.1054249e-02 4.4248454e-04 1.5421821e-03
 1.5518607e-03 5.0538010e-04]",[2.3875471e-04 9.9891573e-01 4.9680279e-04 3.4869040e-04],[0.8884375  0.11156254],"[4.6270601e-05 1.6266659e-04 1.9356203e-03 1.3187809e-02 5.9197459e-02
 3.3727077e-01 4.1519699e-01 1.3793077e-01 3.5071664e-02]"
detected_faces/19358_face0.png,White,White,Male,30-39,"[9.9768215e-01 2.2053009e-06 4.0772150e-04 2.6123591e-05 1.9203759e-05
 9.4970546e-06 1.8530084e-03]",[9.9898565e-01 2.1181224e-05 7.3803676e-04 2.5509577e-04],[9.9999225e-01 7.6786946e-06],"[1.1185201e-07 2.2369677e-06 1.9676858e-03 3.5112980e-01 5.4456532e-01
 9.9026553e-02 3.2781924e-03 2.9609811e-05 4.2307337e-07]"
detected_faces/19345_face0.png,White,White,Female,20-29,"[9.9826151e-01 7.3351774e-05 2.4260425e-04 6.1387655e-05 1.3131456e-04
 4.9650531e-05 1.1801723e-03]",[0.99013275 0.00201671 0.00581385 0.00203668],[0.03007373 0.96992624],"[2.9464936e-06 2.1434245e-04 2.5603114e-02 4.4669166e-01 3.2354376e-01
 1.6847256e-01 3.1823866e-02 3.0357917e-03 6.1190629e-04]"
detected_faces/19342_face0.png,White,White,Male,30-39,"[9.1083890e-01 1.5859197e-05 3.9009247e-02 1.4271577e-04 1.6922399e-04
 4.6335708e-04 4.9360752e-02]",[9.9789810e-01 4.0822521e-05 2.7674477e-04 1.7843983e-03],[9.9999267e-01 7.2941111e-06],"[1.4089959e-05 4.7459948e-04 6.6166311e-03 8.4922098e-02 6.4105088e-01
 2.6317054e-01 3.7345623e-03 1.6516602e-05 1.6232491e-07]"
detected_faces/19342_face1.png,White,White,Male,40-49,"[9.9127704e-01 5.4891270e-06 2.3100786e-03 1.3420250e-03 4.2691172e-04
 4.2947675e-05 4.5955335e-03]",[9.8110437e-01 1.2060319e-04 1.8392362e-02 3.8264538e-04],[9.9982947e-01 1.7050307e-04],"[1.0886753e-05 4.9177423e-05 1.9951933e-03 6.2460501e-02 4.0924275e-01
 4.5280123e-01 7.0948109e-02 2.4558725e-03 3.6246252e-05]"
detected_faces/19326_face0.png,Black,Black,Female,30-39,"[3.8053196e-05 7.1957350e-01 2.2697835e-03 3.1509982e-05 3.9795670e-03
 2.7392364e-01 1.8401262e-04]",[1.6618619e-04 7.2197837e-01 1.9160940e-03 2.7593940e-01],[3.1213037e-04 9.9968785e-01],"[8.2007386e-07 1.7690744e-04 1.8525867e-02 4.6326190e-01 4.7436765e-01
 3.9956164e-02 3.4771096e-03 2.2569095e-04 7.9523597e-06]"
detected_faces/19324_face0.png,Black,Black,Female,20-29,"[1.1379095e-03 9.6822512e-01 1.9592574e-02 1.6003960e-03 2.8653336e-03
 6.0494142e-03 5.2918645e-04]",[2.0792245e-04 9.9193364e-01 1.9419709e-03 5.9164842e-03],[0.01885648 0.98114353],"[2.7856840e-05 8.8666109e-03 1.7834648e-01 6.6389602e-01 1.3992946e-01
 8.5379397e-03 3.6744180e-04 2.6482146e-05 1.7216746e-06]"
detected_faces/19324_face1.png,Black,Black,Female,0-2,"[9.4389403e-04 9.4658923e-01 1.7689170e-02 1.7549234e-04 1.8851123e-03
 3.2578617e-02 1.3848660e-04]",[0.00377791 0.9628247  0.0123065  0.02109084],[0.21761131 0.7823886 ],"[7.8120446e-01 2.1744882e-01 7.9087482e-04 2.7604608e-04 1.8997335e-04
 6.9642221e-05 1.8173536e-05 1.7179631e-06 2.8346349e-07]"
detected_faces/19324_face2.png,Black,Black,Male,30-39,"[0.0141841  0.41097558 0.11883806 0.03990506 0.25727147 0.09920546
 0.05962027]",[0.03935783 0.5968155  0.11246643 0.25136015],[0.99728674 0.00271321],"[1.3150619e-05 3.5220652e-05 1.0444904e-03 8.2227275e-02 4.5341921e-01
 4.0256587e-01 5.6281783e-02 4.0445859e-03 3.6839856e-04]"
detected_faces/19324_face3.png,Black,Black,Male,40-49,"[5.36118576e-04 8.73726666e-01 4.58954927e-03 1.05004539e-04
 6.99244265e-04 1.19844705e-01 4.98662062e-04]",[1.0117622e-04 6.0376793e-01 4.2149061e-03 3.9191601e-01],[0.70214397 0.29785603],"[7.0144903e-05 5.2898441e-04 2.6775280e-03 2.5859015e-02 1.6158150e-01
 3.8973805e-01 3.4559199e-01 6.7176558e-02 6.7762029e-03]"
detected_faces/19320_face0.png,Latino_Hispanic,Indian,Male,30-39,"[0.167035   0.00100442 0.640089   0.00204431 0.00299365 0.16048026
 0.02635339]",[0.24037959 0.00785846 0.04205088 0.7097111 ],[9.9998802e-01 1.1993825e-05],"[8.2965975e-08 1.1908488e-06 6.1283028e-04 3.8716272e-01 5.7648909e-01
 3.5398625e-02 3.3035039e-04 5.0278359e-06 5.4269407e-08]"
detected_faces/19320_face1.png,White,White,Male,30-39,"[8.9660257e-01 4.8550655e-04 5.1758040e-02 3.1799853e-05 5.3744225e-05
 7.2510457e-03 4.3817274e-02]",[0.9056803  0.00816999 0.0036414  0.0825083 ],[9.9985945e-01 1.4053780e-04],"[1.7167193e-07 1.7989648e-06 2.3803317e-04 1.1071196e-01 6.7247719e-01
 2.0589730e-01 1.0530587e-02 1.3758263e-04 5.4298712e-06]"
detected_faces/19320_face2.png,White,White,Female,20-29,"[7.8346264e-01 1.5782897e-04 5.1428106e-02 2.5113535e-03 3.1677732e-04
 1.6300114e-03 1.6049322e-01]",[9.9779713e-01 1.0182464e-04 1.7793613e-03 3.2170385e-04],[3.7969637e-04 9.9962032e-01],"[3.4157133e-06 8.3627942e-04 4.6896014e-02 6.5671283e-01 2.6246285e-01
 3.0872734e-02 2.1056943e-03 1.0615256e-04 4.0664190e-06]"
detected_faces/19320_face3.png,White,White,Female,20-29,"[5.2224302e-01 8.2930201e-05 1.9856934e-01 9.3325172e-03 2.7370660e-03
 2.8048234e-02 2.3898692e-01]",[8.8644910e-01 6.1027845e-04 4.4289441e-03 1.0851172e-01],[0.01658238 0.98341763],"[8.3302808e-08 1.0429553e-05 1.3267331e-02 6.1914819e-01 3.4772247e-01
 1.9342216e-02 4.9106102e-04 1.7726572e-05 5.8929163e-07]"
detected_faces/19320_face4.png,Latino_Hispanic,White,Female,20-29,"[0.10975935 0.0227449  0.71512204 0.00618416 0.02321032 0.10566515
 0.01731407]",[0.51679343 0.02605876 0.24360698 0.21354078],[0.00104615 0.9989539 ],"[1.6977493e-06 1.4247104e-04 3.8192090e-02 6.0746366e-01 3.2427785e-01
 2.8605759e-02 1.2639086e-03 5.1263702e-05 1.2731522e-06]"
detected_faces/19320_face5.png,White,White,Male,30-39,"[5.3765690e-01 8.4368640e-04 1.4189190e-01 1.0293495e-05 4.1091738e-05
 1.7866265e-02 3.0168992e-01]",[9.9779290e-01 9.5158764e-05 1.8835151e-05 2.0931312e-03],[9.9999815e-01 1.7887868e-06],"[1.3701408e-07 7.0565312e-07 8.8632689e-05 3.3552356e-02 5.9776485e-01
 3.6129856e-01 7.2341845e-03 5.9593338e-05 8.1332485e-07]"
detected_faces/19302_face0.png,White,White,Male,50-59,"[9.9989724e-01 5.6892468e-06 7.0463539e-05 1.0415668e-07 3.5844192e-07
 5.9996478e-06 2.0129704e-05]",[9.9886680e-01 3.5622308e-04 2.3566122e-04 5.4131291e-04],[0.9966013  0.00339872],"[5.9093441e-06 4.6225414e-05 1.4810506e-03 1.2002405e-02 3.6407646e-02
 1.6966781e-01 6.7961645e-01 8.8279806e-02 1.2492720e-02]"
detected_faces/19258_face0.png,White,White,Female,20-29,"[0.7815358  0.00120441 0.17852516 0.01079575 0.00991409 0.0064342
 0.0115906 ]",[0.58804834 0.00195861 0.20897126 0.20102185],[1.5285682e-04 9.9984711e-01],"[1.9880920e-07 8.2084123e-05 6.2735260e-02 8.0223042e-01 1.3343073e-01
 1.5092000e-03 1.1867880e-05 2.9852995e-07 3.0593565e-09]"
detected_faces/19247_face0.png,Latino_Hispanic,White,Male,30-39,"[0.32002506 0.00139925 0.49594486 0.00334352 0.00556771 0.0606734
 0.11304616]",[0.85007024 0.00340944 0.01018421 0.1363361 ],[9.9992377e-01 7.6250777e-05],"[2.8944359e-07 7.8596295e-06 1.1774373e-03 4.8147449e-01 5.0258881e-01
 1.4674994e-02 7.5408745e-05 7.9311292e-07 1.6140957e-08]"
detected_faces/19248_face0.png,White,White,Male,20-29,"[9.5255518e-01 2.9512198e-04 3.7399739e-02 8.1101526e-04 1.5566765e-03
 1.8354299e-04 7.1987547e-03]",[0.955228   0.00389154 0.03981766 0.00106278],[9.9901104e-01 9.8894176e-04],"[7.9735578e-08 3.1371186e-05 8.2835004e-02 8.7306494e-01 4.2571552e-02
 1.4443762e-03 5.0273400e-05 2.3985892e-06 8.9761606e-08]"
detected_faces/19256_face0.png,Latino_Hispanic,White,Female,40-49,"[0.2609541  0.00365186 0.49301925 0.0443844  0.01841842 0.02851081
 0.1510612 ]",[0.49171883 0.01491685 0.10646446 0.38689986],[0.0029659 0.9970341],"[2.8890097e-06 2.0200147e-05 5.7121506e-04 3.9742671e-02 2.7677429e-01
 5.0234354e-01 1.6599160e-01 1.4290152e-02 2.6343373e-04]"
detected_faces/19256_face1.png,White,White,Female,30-39,"[5.6230998e-01 5.5406615e-04 3.9039213e-02 1.9817737e-04 3.9162030e-04
 1.7040018e-02 3.8046688e-01]",[9.969340e-01 5.424426e-04 4.098053e-04 2.113778e-03],[0.01015776 0.98984224],"[1.60003310e-06 5.65317896e-05 3.99322808e-03 2.42418200e-01
 4.78800982e-01 2.42540717e-01 3.03071346e-02 1.77960820e-03
 1.01989084e-04]"
detected_faces/19256_face2.png,Latino_Hispanic,Black,Female,20-29,"[0.07256024 0.03298358 0.7579194  0.00164728 0.00725868 0.1019209
 0.02571   ]",[0.19705577 0.37824148 0.07138629 0.35331646],[7.936344e-05 9.999206e-01],"[4.4829243e-08 1.1080460e-05 6.3368022e-03 5.7951242e-01 3.9884514e-01
 1.5160792e-02 1.3248037e-04 1.1839278e-06 9.3757997e-09]"
detected_faces/19256_face3.png,Black,Indian,Female,20-29,"[1.1840843e-03 6.9026548e-01 2.1920802e-02 7.8732024e-05 2.0673855e-03
 2.8316164e-01 1.3219034e-03]",[1.7726886e-03 6.3485421e-02 6.6830590e-04 9.3407363e-01],[9.5156074e-04 9.9904847e-01],"[1.2219787e-06 2.4108023e-04 1.9791707e-02 7.7596116e-01 1.9250454e-01
 1.1063176e-02 4.1727809e-04 1.9049241e-05 7.9499063e-07]"
detected_faces/19256_face4.png,White,White,Female,30-39,"[7.3142457e-01 6.4576336e-05 1.9953402e-02 2.4205891e-03 1.5244326e-03
 1.1404908e-03 2.4347201e-01]",[9.8179656e-01 8.9638233e-05 1.3797419e-02 4.3163658e-03],[0.22217381 0.77782613],"[1.9796425e-06 1.2640451e-04 1.7032240e-02 3.7916967e-01 5.3985572e-01
 6.1991513e-02 1.7149843e-03 1.0250265e-04 4.9484952e-06]"
detected_faces/19234_face0.png,White,White,Male,60-69,"[6.9596100e-01 3.7007027e-03 4.6471678e-02 1.2038718e-04 4.1442874e-04
 5.4185133e-02 1.9914658e-01]",[0.71739095 0.00462915 0.00102699 0.2769529 ],[0.96109563 0.0389044 ],"[5.6670884e-05 4.8946735e-05 1.4484941e-04 1.8344318e-04 3.4447381e-04
 3.1835260e-03 1.0504823e-01 5.6246412e-01 3.2852572e-01]"
detected_faces/19240_face0.png,Middle Eastern,White,Male,20-29,"[1.7379399e-01 1.5952872e-02 1.1665618e-01 1.1834589e-04 3.7722741e-04
 1.8456515e-02 6.7464489e-01]",[0.9477094  0.02252859 0.00548126 0.0242807 ],[0.9979706  0.00202945],"[8.6080917e-07 4.2956559e-05 1.5174049e-02 5.6483436e-01 3.8182214e-01
 3.5921775e-02 2.0532662e-03 1.4182576e-04 8.7475692e-06]"
detected_faces/19240_face1.png,Latino_Hispanic,Asian,Male,30-39,"[0.02952688 0.0504236  0.4225885  0.0082363  0.0223141  0.37875792
 0.08815274]",[0.06965368 0.07644897 0.5881647  0.26573268],[0.9807495  0.01925054],"[1.2533698e-05 1.7287393e-04 1.0431231e-02 3.0198088e-01 4.9614850e-01
 1.7439118e-01 1.6040796e-02 7.8189821e-04 4.0222767e-05]"
detected_faces/19240_face2.png,Indian,Black,Male,30-39,"[0.01197219 0.26475736 0.18470937 0.00312477 0.01024432 0.48429593
 0.04089603]",[0.03357582 0.57373947 0.0241497  0.368535  ],[0.98851043 0.01148959],"[3.7909488e-04 1.9443729e-03 9.6667176e-03 1.6593970e-01 5.2383131e-01
 2.7232659e-01 2.4782170e-02 1.0878554e-03 4.2198844e-05]"
