id,img,Has_Profanity,Has_Ethnicity,Has_Religion,Has_Class,Has_Gender,Has_Nationality,Has_Disability,Has_Sexual_Orientation,Ethnicity_Count,Religion_Count,Class_Count,Gender_Count,Nationality_Count,Disability_Count,Sexual_Orientation_Count,Hate Speech Category Count
27401,img/27401.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89574,img/89574.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25473,img/25473.png,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
47913,img/47913.png,2,1,0,1,1,0,0,1,1,0,1,2,0,0,1,4
8295,img/08295.png,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,2
2497,img/02497.png,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90471,img/90471.png,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
69357,img/69357.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54602,img/54602.png,0,1,0,0,1,0,0,0,2,0,0,2,0,0,0,2
15320,img/15320.png,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
63182,img/63182.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20619,img/20619.png,2,1,0,0,1,0,0,0,2,0,0,4,0,0,0,2
82457,img/82457.png,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81059,img/81059.png,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
42137,img/42137.png,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,2
74530,img/74530.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40832,img/40832.png,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
46127,img/46127.png,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,2
87594,img/87594.png,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
12548,img/12548.png,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,2
12894,img/12894.png,0,1,1,1,0,0,1,0,1,1,1,0,0,1,0,4
2476,img/02476.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6937,img/06937.png,0,1,0,0,1,1,0,0,1,0,0,1,1,0,0,3
5762,img/05762.png,2,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1
40259,img/40259.png,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85072,img/85072.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46537,img/46537.png,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,3
56432,img/56432.png,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
39805,img/39805.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29163,img/29163.png,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
36072,img/36072.png,0,0,0,0,1,0,1,0,0,0,0,2,0,1,0,2
60147,img/60147.png,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,2
90583,img/90583.png,2,1,0,0,0,0,1,0,1,0,0,0,0,1,0,2
38612,img/38612.png,2,0,0,0,1,0,1,0,0,0,0,1,0,1,0,2
52097,img/52097.png,1,1,0,0,1,0,0,0,3,0,0,1,0,0,0,2
34961,img/34961.png,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,2
15803,img/15803.png,2,0,0,0,0,0,1,0,0,0,0,0,0,4,0,1
89762,img/89762.png,0,1,0,1,1,0,0,0,1,0,2,2,0,0,0,3
38465,img/38465.png,0,1,0,0,0,0,1,0,2,0,0,0,0,1,0,2
53289,img/53289.png,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
75321,img/75321.png,0,1,1,0,0,1,0,0,2,2,0,0,2,0,0,3
18350,img/18350.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91547,img/91547.png,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
30247,img/30247.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93741,img/93741.png,2,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1
51243,img/51243.png,2,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1
5384,img/05384.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1845,img/01845.png,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34791,img/34791.png,2,1,0,0,1,0,1,0,1,0,0,1,0,1,0,3
41385,img/41385.png,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,2
34508,img/34508.png,0,0,1,0,0,1,0,0,0,1,0,0,3,0,0,2
80521,img/80521.png,2,0,0,0,1,0,0,0,0,0,0,3,0,0,0,1
34165,img/34165.png,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
93072,img/93072.png,1,1,0,0,1,0,0,0,2,0,0,1,0,0,0,2
25468,img/25468.png,0,1,0,0,1,1,0,0,2,0,0,2,1,0,0,3
9617,img/09617.png,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
96258,img/96258.png,0,0,0,0,1,1,0,0,0,0,0,2,1,0,0,2
96578,img/96578.png,2,0,1,0,1,0,1,0,0,2,0,1,0,1,0,3
35618,img/35618.png,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
5249,img/05249.png,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,2
57349,img/57349.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78409,img/78409.png,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
29814,img/29814.png,0,1,0,0,1,0,0,0,1,0,0,2,0,0,0,2
20568,img/20568.png,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84269,img/84269.png,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,2
68079,img/68079.png,1,1,0,0,1,0,0,1,1,0,0,3,0,0,1,3
41537,img/41537.png,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,2
12890,img/12890.png,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
54102,img/54102.png,0,1,1,0,1,1,0,0,3,1,0,1,1,0,0,4
63217,img/63217.png,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1
3271,img/03271.png,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
35264,img/35264.png,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
63710,img/63710.png,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1
12348,img/12348.png,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
14052,img/14052.png,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
81064,img/81064.png,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74391,img/74391.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36152,img/36152.png,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
80256,img/80256.png,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
21948,img/21948.png,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
70532,img/70532.png,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,2
25806,img/25806.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26759,img/26759.png,2,1,0,0,1,0,0,0,1,0,0,1,0,0,0,2
27398,img/27398.png,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
18730,img/18730.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75216,img/75216.png,2,1,0,0,1,0,1,0,1,0,0,1,0,1,0,3
91754,img/91754.png,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
42153,img/42153.png,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
83456,img/83456.png,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
18673,img/18673.png,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
97523,img/97523.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24631,img/24631.png,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,2
23748,img/23748.png,0,1,0,0,1,0,0,0,1,0,0,2,0,0,0,2
69412,img/69412.png,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,2
59073,img/59073.png,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
28405,img/28405.png,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
63492,img/63492.png,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
92670,img/92670.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78351,img/78351.png,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
79856,img/79856.png,0,1,0,0,0,0,1,0,2,0,0,0,0,1,0,2
71436,img/71436.png,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,2
3258,img/03258.png,0,0,0,0,1,1,1,0,0,0,0,3,1,1,0,3
20736,img/20736.png,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
50487,img/50487.png,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,1
6431,img/06431.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51473,img/51473.png,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
34901,img/34901.png,2,1,0,0,0,0,0,1,1,0,0,0,0,0,1,2
28793,img/28793.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5172,img/05172.png,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1
98501,img/98501.png,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96231,img/96231.png,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,2
81673,img/81673.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48635,img/48635.png,2,0,0,0,1,1,0,0,0,0,0,4,2,0,0,2
43612,img/43612.png,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,2
15480,img/15480.png,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
41830,img/41830.png,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81069,img/81069.png,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72584,img/72584.png,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
51763,img/51763.png,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
6873,img/06873.png,2,1,1,0,0,0,0,0,1,1,0,0,0,0,0,2
8523,img/08523.png,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,2
6359,img/06359.png,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
93260,img/93260.png,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,2
40839,img/40839.png,0,1,0,1,0,0,0,0,2,0,2,0,0,0,0,2
8516,img/08516.png,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
53012,img/53012.png,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
76250,img/76250.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26198,img/26198.png,0,0,0,0,1,1,1,0,0,0,0,2,1,1,0,3
61952,img/61952.png,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,2
80269,img/80269.png,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
5712,img/05712.png,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72941,img/72941.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21853,img/21853.png,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
35219,img/35219.png,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
90146,img/90146.png,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1
51278,img/51278.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63095,img/63095.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96058,img/96058.png,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56871,img/56871.png,0,0,0,0,1,1,0,0,0,0,0,1,2,0,0,2
25180,img/25180.png,0,1,0,0,1,1,0,0,3,0,0,3,1,0,0,3
37259,img/37259.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48106,img/48106.png,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19352,img/19352.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65213,img/65213.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24368,img/24368.png,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58426,img/58426.png,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,2
96785,img/96785.png,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,2
40567,img/40567.png,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
38625,img/38625.png,2,0,0,1,0,1,1,0,0,0,1,0,4,1,0,3
4823,img/04823.png,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,2
25368,img/25368.png,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
93826,img/93826.png,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
56392,img/56392.png,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
30986,img/30986.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75823,img/75823.png,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
84072,img/84072.png,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
93147,img/93147.png,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1
92874,img/92874.png,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27946,img/27946.png,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,2
93614,img/93614.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93521,img/93521.png,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,2
2691,img/02691.png,0,1,0,0,1,1,0,0,1,0,0,2,1,0,0,3
91708,img/91708.png,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
25783,img/25783.png,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16098,img/16098.png,0,1,0,0,1,0,0,0,1,0,0,2,0,0,0,2
30452,img/30452.png,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,2
86491,img/86491.png,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1
14530,img/14530.png,0,1,0,0,1,1,0,0,1,0,0,3,1,0,0,3
81734,img/81734.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4683,img/04683.png,0,0,0,0,1,1,1,0,0,0,0,2,1,1,0,3
8593,img/08593.png,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
92608,img/92608.png,0,0,0,1,1,0,1,0,0,0,1,1,0,1,0,3
61453,img/61453.png,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
39601,img/39601.png,0,0,0,0,1,1,0,0,0,0,0,1,2,0,0,2
12035,img/12035.png,0,1,0,0,1,0,1,0,1,0,0,3,0,1,0,3
56482,img/56482.png,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
56287,img/56287.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19036,img/19036.png,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
34852,img/34852.png,2,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1
62804,img/62804.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81579,img/81579.png,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
80247,img/80247.png,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,2
52890,img/52890.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2485,img/02485.png,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1
50793,img/50793.png,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,2
13857,img/13857.png,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
43617,img/43617.png,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,2
70942,img/70942.png,2,0,0,0,1,0,1,1,0,0,0,4,0,1,1,3
49601,img/49601.png,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
35102,img/35102.png,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10659,img/10659.png,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,2
36081,img/36081.png,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
68325,img/68325.png,0,1,0,0,1,0,0,0,2,0,0,1,0,0,0,2
39256,img/39256.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98362,img/98362.png,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38475,img/38475.png,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,2
49083,img/49083.png,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45938,img/45938.png,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
67823,img/67823.png,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
70928,img/70928.png,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24309,img/24309.png,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1
70925,img/70925.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5269,img/05269.png,2,1,0,0,1,0,0,0,3,0,0,2,0,0,0,2
61278,img/61278.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81675,img/81675.png,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
38629,img/38629.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6458,img/06458.png,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
71364,img/71364.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26794,img/26794.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85704,img/85704.png,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
75102,img/75102.png,2,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1
91268,img/91268.png,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,2
42179,img/42179.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35097,img/35097.png,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83570,img/83570.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56490,img/56490.png,2,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1
7968,img/07968.png,0,1,0,0,1,0,0,0,2,0,0,2,0,0,0,2
81259,img/81259.png,2,0,0,0,1,0,0,1,0,0,0,1,0,0,1,2
19753,img/19753.png,1,1,0,0,1,0,1,0,1,0,0,4,0,1,0,3
61480,img/61480.png,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,2
54790,img/54790.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43517,img/43517.png,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
25068,img/25068.png,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,3
35861,img/35861.png,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
92741,img/92741.png,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,2
51736,img/51736.png,1,1,1,0,0,1,0,0,1,1,0,0,1,0,0,3
26417,img/26417.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18407,img/18407.png,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
47326,img/47326.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50768,img/50768.png,0,1,0,1,1,0,0,0,1,0,1,2,0,0,0,3
86594,img/86594.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63581,img/63581.png,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1
95426,img/95426.png,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
10264,img/10264.png,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79312,img/79312.png,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17832,img/17832.png,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1
15432,img/15432.png,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,2
34506,img/34506.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30492,img/30492.png,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1
31794,img/31794.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4175,img/04175.png,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,2
61578,img/61578.png,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
31479,img/31479.png,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,2
17659,img/17659.png,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
29785,img/29785.png,0,1,0,0,1,0,0,0,2,0,0,1,0,0,0,2
17205,img/17205.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74132,img/74132.png,2,1,1,0,0,0,0,0,1,2,0,0,0,0,0,2
15649,img/15649.png,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,1
51460,img/51460.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60329,img/60329.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58276,img/58276.png,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
40752,img/40752.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79315,img/79315.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3241,img/03241.png,1,1,0,0,1,0,0,0,2,0,0,1,0,0,0,2
38041,img/38041.png,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
40897,img/40897.png,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56180,img/56180.png,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
37865,img/37865.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36974,img/36974.png,0,1,1,0,1,0,0,0,1,1,0,2,0,0,0,3
61780,img/61780.png,0,1,0,0,1,1,0,0,1,0,0,1,2,0,0,3
81546,img/81546.png,2,1,0,0,1,0,1,0,1,0,0,2,0,1,0,3
75432,img/75432.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48703,img/48703.png,1,1,0,0,1,0,0,0,2,0,0,2,0,0,0,2
81706,img/81706.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42319,img/42319.png,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2139,img/02139.png,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
93568,img/93568.png,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
6832,img/06832.png,2,0,1,0,1,1,0,0,0,2,0,1,1,0,0,3
20971,img/20971.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70936,img/70936.png,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
4278,img/04278.png,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
56024,img/56024.png,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
