path,img,Has_Profanity,Has_Ethnicity,Has_Religion,Has_Class,Has_Gender,Has_Nationality,Has_Disability,Has_Sexual_Orientation,Ethnicity_Count,Religion_Count,Class_Count,Gender_Count,Nationality_Count,Disability_Count,Sexual_Orientation_Count,Hate Speech Category Count
img/95426.png,95426.png,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
img/10264.png,10264.png,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
img/79312.png,79312.png,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
img/17832.png,17832.png,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1
img/15432.png,15432.png,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,2
img/34506.png,34506.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
img/30492.png,30492.png,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1
img/31794.png,31794.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
img/04175.png,04175.png,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,2
img/61578.png,61578.png,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
img/31479.png,31479.png,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,2
img/17659.png,17659.png,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
img/29785.png,29785.png,0,1,0,0,1,0,0,0,2,0,0,1,0,0,0,2
img/17205.png,17205.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
img/74132.png,74132.png,2,1,1,0,0,0,0,0,1,2,0,0,0,0,0,2
img/15649.png,15649.png,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,1
img/51460.png,51460.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
img/60329.png,60329.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
img/58276.png,58276.png,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
img/40752.png,40752.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
img/79315.png,79315.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
img/03241.png,03241.png,1,1,0,0,1,0,0,0,2,0,0,1,0,0,0,2
img/38041.png,38041.png,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
img/40897.png,40897.png,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
img/56180.png,56180.png,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
